Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-111.32,49.05,ADEN,3040049,2000-06-24,2000,6,24,,16.5,,5.0,,10.8,,7.2,,0.0,,2.0,,0.0,,2.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-06-25,2000,6,25,,22.0,,4.0,,13.0,,5.0,,0.0,,1.5,,0.0,,1.5,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-06-26,2000,6,26,,19.0,,7.5,,13.3,,4.7,,0.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-06-27,2000,6,27,,23.5,,4.0,,13.8,,4.2,,0.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-06-28,2000,6,28,,28.0,,9.0,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-06-29,2000,6,29,,28.0,E,8.5,,18.3,E,0.0,E,0.3,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-06-30,2000,6,30,,29.0,E,10.0,E,19.5,E,0.0,E,1.5,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-01,2000,7,1,,29.0,E,11.0,E,20.0,E,0.0,E,2.0,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-02,2000,7,2,,30.0,,10.0,E,20.0,E,0.0,E,2.0,E,2.0,,0.0,,2.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-03,2000,7,3,,20.5,,10.5,,15.5,,2.5,,0.0,,2.0,,0.0,,2.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-04,2000,7,4,,22.0,,7.5,,14.8,,3.2,,0.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-05,2000,7,5,,25.5,,7.0,,16.3,,1.7,,0.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-06,2000,7,6,,24.5,,9.5,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-07,2000,7,7,,27.0,E,10.0,,18.5,E,0.0,E,0.5,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-08,2000,7,8,,28.0,,11.0,E,19.5,E,0.0,E,1.5,E,1.0,,0.0,,1.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-09,2000,7,9,,24.5,,12.0,,18.3,,0.0,,0.3,,6.0,,0.0,,6.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-10,2000,7,10,,27.5,,8.5,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-11,2000,7,11,,27.5,,8.5,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-12,2000,7,12,,34.0,E,10.5,,22.3,E,0.0,E,4.3,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-13,2000,7,13,,38.0,,15.0,E,26.5,E,0.0,E,8.5,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-14,2000,7,14,,36.0,E,18.0,E,27.0,E,0.0,E,9.0,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-15,2000,7,15,,26.0,E,13.0,E,19.5,E,0.0,E,1.5,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-16,2000,7,16,,28.0,E,10.0,E,19.0,E,0.0,E,1.0,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-17,2000,7,17,,29.0,E,12.0,E,20.5,E,0.0,E,2.5,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-18,2000,7,18,,31.0,E,11.0,E,21.0,E,0.0,E,3.0,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-19,2000,7,19,,28.5,,16.0,E,22.3,E,0.0,E,4.3,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-20,2000,7,20,,30.0,,15.0,,22.5,,0.0,,4.5,,3.3,,0.0,,3.3,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-21,2000,7,21,,31.0,,14.5,,22.8,,0.0,,4.8,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-22,2000,7,22,,35.0,,13.5,E,24.3,E,0.0,E,6.3,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-23,2000,7,23,,31.0,,15.5,,23.3,,0.0,,5.3,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-24,2000,7,24,,27.0,,11.0,,19.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-25,2000,7,25,,31.5,,11.0,,21.3,,0.0,,3.3,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-26,2000,7,26,,34.5,,13.5,,24.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-27,2000,7,27,,34.0,,18.5,,26.3,,0.0,,8.3,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-28,2000,7,28,,35.0,,15.0,,25.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-29,2000,7,29,,38.0,,13.5,,25.8,,0.0,,7.8,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-30,2000,7,30,,33.0,,16.0,,24.5,,0.0,,6.5,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-07-31,2000,7,31,,30.0,,14.5,,22.3,,0.0,,4.3,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-01,2000,8,1,,36.5,,14.0,,25.3,,0.0,,7.3,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-02,2000,8,2,,32.0,,17.0,,24.5,,0.0,,6.5,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-03,2000,8,3,,33.0,,12.0,,22.5,,0.0,,4.5,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-04,2000,8,4,,27.5,,14.0,,20.8,,0.0,,2.8,,3.0,,0.0,,3.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-05,2000,8,5,,29.0,,12.0,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-06,2000,8,6,,33.0,,15.0,,24.0,,0.0,,6.0,,6.6,,0.0,,6.6,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-07,2000,8,7,,21.5,,11.5,,16.5,,1.5,,0.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-08,2000,8,8,,31.0,,10.5,,20.8,,0.0,,2.8,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-09,2000,8,9,,37.0,,10.5,,23.8,,0.0,,5.8,,2.0,,0.0,,2.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-10,2000,8,10,,30.5,,19.0,,24.8,,0.0,,6.8,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-11,2000,8,11,,26.5,,8.0,,17.3,,0.7,,0.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-12,2000,8,12,,29.0,,8.0,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-13,2000,8,13,,29.0,E,7.5,,18.3,E,0.0,E,0.3,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-14,2000,8,14,,27.0,E,7.5,E,17.3,E,0.7,E,0.0,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-15,2000,8,15,,32.0,E,8.5,E,20.3,E,0.0,E,2.3,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-16,2000,8,16,,30.5,E,13.5,E,22.0,E,0.0,E,4.0,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-17,2000,8,17,,27.5,E,16.0,E,21.8,E,0.0,E,3.8,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-18,2000,8,18,,32.0,E,17.5,E,24.8,E,0.0,E,6.8,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-19,2000,8,19,,26.0,E,13.0,E,19.5,E,0.0,E,1.5,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-20,2000,8,20,,22.0,,9.5,E,15.8,E,2.2,E,0.0,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-21,2000,8,21,,24.5,,8.5,,16.5,,1.5,,0.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-22,2000,8,22,,30.0,,11.0,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-23,2000,8,23,,33.0,,13.0,,23.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-24,2000,8,24,,29.5,,16.5,,23.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-25,2000,8,25,,32.0,,13.5,,22.8,,0.0,,4.8,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-26,2000,8,26,,30.5,,16.5,,23.5,,0.0,,5.5,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-27,2000,8,27,,22.0,,8.0,,15.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-28,2000,8,28,,22.5,,5.0,,13.8,,4.2,,0.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-29,2000,8,29,,24.0,,8.5,,16.3,,1.7,,0.0,,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-30,2000,8,30,,13.0,E,7.0,,10.0,E,8.0,E,0.0,E,0.0,,0.0,,0.0,,0,,,,,
-111.32,49.05,ADEN,3040049,2000-08-31,2000,8,31,,20.0,,7.0,,13.5,,4.5,,0.0,,0.0,,0.0,,0.0,,0,,,,,
